typing_speed,typos,sleep_hours,screen_hours,expression,user_type,stress_level
15,5,1.9,14.8,disgust,gamer,100.0
12,6,6.4,15.3,happy,professional,59.0
11,12,6.8,11.3,happy,professional,63.0
89,14,7.0,14.5,fear,gamer,86.0
52,10,4.1,15.2,disgust,gamer,85.0
22,7,7.1,2.9,No face detected,gamer,50.5
92,7,10.1,9.9,fear,casual,100.0
44,14,6.9,2.1,sad,student,51.0
105,15,7.9,6.5,No face detected,gamer,62.5
109,10,8.9,7.9,happy,professional,55.0
68,11,3.0,3.9,disgust,professional,66.5
45,10,3.2,1.8,angry,casual,80.0
35,3,7.4,5.8,No face detected,student,29.5
37,6,7.7,9.7,surprise,gamer,49.0
80,10,7.4,0.9,happy,professional,15.0
65,15,10.5,1.1,happy,professional,42.5
16,10,1.1,13.5,sad,student,100.0
14,15,2.7,15.3,angry,casual,100.0
63,5,4.3,4.3,happy,professional,22.5
39,9,7.3,9.0,happy,gamer,43.5
21,5,5.0,2.5,angry,professional,77.5
23,15,2.4,12.2,disgust,casual,100.0
22,4,7.7,13.7,disgust,casual,61.0
35,9,9.2,11.4,fear,casual,93.5
62,8,10.1,9.6,disgust,gamer,77.0
19,0,2.2,3.9,sad,casual,80.0
119,14,10.5,2.5,sad,professional,96.0
93,6,2.2,7.6,happy,casual,84.0
81,12,4.1,15.1,surprise,casual,88.0
107,10,9.6,4.9,disgust,professional,80.0
61,12,8.9,10.3,surprise,gamer,48.0
100,14,3.3,10.9,No face detected,student,100.0
59,2,10.6,3.1,sad,student,53.0
38,2,2.3,11.9,No face detected,gamer,78.0
64,4,7.3,1.0,fear,professional,46.0
42,4,2.9,8.6,angry,student,81.0
86,5,5.0,0.7,neutral,professional,37.5
24,11,5.9,7.4,sad,gamer,91.5
44,12,2.8,4.4,neutral,student,53.0
12,9,8.2,16.0,disgust,gamer,100.0
113,0,2.9,7.3,sad,professional,90.0
108,2,1.0,15.7,sad,professional,100.0
49,7,6.1,10.9,disgust,student,60.5
59,15,5.5,1.7,No face detected,casual,62.5
76,15,10.5,8.9,fear,casual,100.0
103,13,5.9,9.3,No face detected,gamer,74.5
114,5,3.2,4.6,neutral,professional,62.5
36,5,9.5,3.9,No face detected,casual,47.5
48,3,5.3,10.0,surprise,casual,54.5
36,5,10.5,3.4,sad,student,57.5
21,4,2.6,13.1,fear,student,100.0
71,2,8.4,9.2,fear,student,83.0
26,13,6.0,2.3,neutral,professional,49.5
24,2,9.5,8.9,No face detected,student,63.0
103,14,6.6,0.8,angry,student,81.0
56,13,2.8,6.7,neutral,student,64.5
99,8,1.8,1.5,happy,professional,52.0
72,13,9.9,3.8,disgust,gamer,64.5
96,0,8.9,14.4,sad,casual,90.0
65,5,10.7,15.9,No face detected,casual,87.5
57,15,7.1,13.9,neutral,professional,57.5
63,0,6.8,13.6,sad,professional,55.0
118,10,5.5,10.6,neutral,professional,75.0
42,6,4.8,11.9,sad,casual,89.0
91,0,4.2,9.2,happy,casual,65.0
101,14,6.6,13.4,fear,student,100.0
51,2,8.2,7.3,fear,casual,88.0
102,5,3.6,10.3,sad,student,100.0
28,5,3.3,1.5,sad,professional,77.5
89,15,6.2,4.1,fear,professional,72.5
86,2,7.9,7.8,angry,student,73.0
57,8,6.6,3.8,angry,casual,72.0
74,14,5.4,7.0,surprise,student,61.0
109,13,8.7,10.5,fear,student,100.0
41,5,6.0,7.3,sad,gamer,62.5
117,12,8.2,14.3,sad,casual,100.0
108,7,5.6,11.2,sad,student,95.5
78,8,9.8,0.9,neutral,professional,37.0
75,8,6.1,14.4,happy,gamer,37.0
55,7,7.1,1.7,No face detected,gamer,25.5
117,3,6.2,16.0,fear,casual,94.5
32,15,9.6,13.3,surprise,professional,82.5
43,12,1.4,7.9,surprise,student,63.0
46,6,11.0,12.4,surprise,student,59.0
62,2,5.3,11.3,No face detected,student,58.0
109,3,5.4,9.6,fear,casual,100.0
40,4,1.1,2.1,angry,casual,71.0
72,14,3.0,3.3,happy,gamer,41.0
85,0,3.3,12.1,sad,casual,100.0
86,8,6.1,5.1,fear,student,82.0
31,0,2.8,1.4,No face detected,student,40.0
53,11,7.5,1.2,angry,casual,66.5
17,2,3.1,14.4,surprise,student,73.0
80,7,3.4,3.5,neutral,professional,40.5
112,3,4.5,15.1,happy,gamer,64.5
37,1,2.2,1.8,disgust,student,56.5
17,3,2.3,13.3,No face detected,casual,84.5
115,7,3.2,10.3,No face detected,student,90.5
92,0,1.7,10.6,surprise,gamer,55.0
91,13,5.0,2.7,sad,gamer,69.5
89,12,7.3,0.5,No face detected,student,53.0
22,4,6.0,6.9,fear,student,71.0
57,5,9.7,7.7,happy,student,37.5
81,10,2.6,6.5,fear,gamer,90.0
79,13,3.7,5.3,fear,gamer,79.5
97,6,4.9,1.5,neutral,student,59.0
68,8,4.6,6.6,neutral,student,57.0
111,13,11.0,10.4,sad,professional,100.0
83,13,7.6,1.8,disgust,student,69.5
110,8,6.2,7.2,surprise,student,57.0
75,14,8.4,5.4,disgust,student,86.0
93,10,7.7,6.6,angry,casual,90.0
30,4,10.3,11.8,sad,casual,81.0
52,15,8.2,3.2,angry,gamer,67.5
69,4,3.7,15.0,surprise,gamer,56.0
96,13,4.6,13.8,neutral,professional,84.5
35,3,3.0,4.8,surprise,professional,39.5
96,12,1.3,6.0,fear,gamer,93.0
93,13,5.0,6.8,No face detected,student,79.5
12,3,2.3,11.7,angry,professional,100.0
17,12,8.0,14.1,No face detected,professional,83.0
46,15,1.9,5.1,sad,casual,100.0
106,11,4.0,11.3,angry,gamer,96.5
38,2,1.2,0.7,disgust,student,58.0
29,15,5.4,2.0,disgust,professional,82.5
115,6,6.2,4.9,No face detected,professional,49.0
101,13,10.9,6.1,surprise,professional,74.5
21,6,5.2,4.4,No face detected,gamer,59.0
33,14,6.8,11.0,angry,professional,86.0
26,8,7.7,2.3,angry,gamer,72.0
113,10,4.9,11.6,disgust,casual,100.0
66,4,6.1,13.7,fear,professional,71.0
33,12,2.3,4.7,disgust,casual,88.0
117,9,1.1,10.9,angry,gamer,100.0
66,11,8.1,7.1,happy,professional,36.5
59,8,3.1,14.6,happy,student,57.0
30,4,7.1,15.3,angry,student,66.0
46,2,1.7,10.3,No face detected,student,63.0
100,3,5.0,15.9,disgust,professional,84.5
116,1,5.7,8.5,sad,gamer,71.5
54,1,7.1,4.3,fear,casual,66.5
85,12,3.4,15.5,sad,student,100.0
25,15,7.2,2.0,fear,casual,62.5
50,12,5.7,8.0,happy,gamer,38.0
23,12,4.1,11.4,neutral,professional,88.0
56,11,9.7,10.1,sad,professional,76.5
88,2,7.9,8.0,No face detected,casual,63.0
31,13,10.3,3.1,disgust,student,69.5
73,3,1.7,3.2,No face detected,professional,44.5
81,14,8.9,1.5,No face detected,professional,56.0
45,14,3.0,16.0,neutral,student,76.0
15,14,1.8,2.9,neutral,gamer,81.0
64,5,2.9,1.1,sad,gamer,62.5
25,5,2.2,12.6,angry,professional,100.0
79,15,7.2,1.3,surprise,casual,52.5
64,5,3.7,14.7,sad,professional,82.5
73,12,1.3,2.8,surprise,student,63.0
80,4,5.5,10.9,No face detected,gamer,46.0
38,12,8.6,2.5,surprise,professional,43.0
63,3,10.8,6.1,neutral,professional,44.5
49,0,3.9,9.7,happy,casual,55.0
114,0,9.9,9.8,angry,gamer,85.0
13,8,2.5,3.4,disgust,gamer,92.0
23,6,1.9,9.6,surprise,casual,69.0
19,3,10.6,13.1,angry,casual,94.5
40,0,9.1,11.8,happy,gamer,45.0
51,12,2.7,2.8,No face detected,casual,78.0
56,7,2.6,12.9,happy,casual,80.5
92,2,6.1,0.9,surprise,professional,23.0
101,14,10.0,5.7,sad,gamer,81.0
34,6,6.9,9.4,angry,professional,74.0
66,3,6.4,6.1,fear,professional,54.5
42,12,9.4,5.9,angry,professional,78.0
41,4,8.6,3.2,neutral,gamer,41.0
98,13,8.7,1.9,surprise,student,59.5
114,13,9.4,5.2,surprise,casual,79.5
51,13,4.3,13.8,No face detected,gamer,69.5
68,10,7.4,11.1,sad,casual,90.0
43,10,9.7,9.8,surprise,student,50.0
47,13,2.5,2.9,No face detected,gamer,69.5
113,6,4.6,5.7,sad,student,89.0
43,4,5.3,13.5,fear,gamer,91.0
69,12,5.1,14.3,sad,gamer,83.0
73,6,2.0,10.1,angry,gamer,84.0
34,5,10.0,14.1,sad,gamer,100.0
36,1,7.1,7.6,neutral,professional,31.5
84,10,6.9,7.1,fear,professional,75.0
68,12,8.7,6.7,angry,gamer,73.0
64,8,10.4,9.2,surprise,gamer,52.0
76,14,5.9,9.4,sad,student,91.0
25,5,10.0,11.5,No face detected,gamer,77.5
19,5,4.7,7.7,neutral,gamer,67.5
69,13,2.3,5.9,disgust,professional,84.5
22,1,6.3,3.9,happy,gamer,26.5
70,0,5.2,15.3,disgust,student,75.0
11,2,2.6,11.7,No face detected,gamer,83.0
120,3,5.1,7.7,No face detected,gamer,59.5
98,3,3.4,8.5,No face detected,student,79.5
75,14,5.7,13.9,surprise,student,76.0
32,5,6.5,0.9,fear,professional,62.5
30,4,4.6,3.7,neutral,casual,41.0
71,8,3.7,8.6,neutral,casual,87.0
103,14,6.7,10.9,fear,student,100.0
41,11,2.2,11.4,sad,professional,91.5
75,0,10.4,13.4,happy,student,60.0
114,12,2.5,1.5,No face detected,casual,88.0
98,1,5.2,6.9,neutral,gamer,41.5
14,9,1.5,5.6,sad,gamer,93.5
52,10,8.6,0.6,No face detected,casual,55.0
116,3,6.2,3.0,fear,gamer,64.5
102,4,9.5,9.1,surprise,casual,76.0
63,6,7.9,9.3,surprise,gamer,29.0
40,13,1.7,15.7,disgust,casual,100.0
26,13,10.5,10.2,No face detected,casual,79.5
81,0,10.6,6.3,neutral,professional,50.0
23,10,2.8,6.4,surprise,student,70.0
106,11,10.9,14.9,surprise,student,91.5
39,7,2.0,12.8,angry,professional,100.0
92,5,2.6,5.0,fear,student,97.5
71,3,9.0,9.9,fear,casual,100.0
46,10,1.2,1.6,disgust,gamer,80.0
31,8,9.0,7.6,surprise,casual,47.0
98,0,3.5,8.3,disgust,student,90.0
114,8,8.7,8.5,angry,student,97.0
106,7,5.3,2.3,fear,professional,80.5
56,10,3.4,10.8,neutral,casual,85.0
109,12,2.7,2.3,No face detected,student,83.0
40,11,7.0,5.3,disgust,casual,61.5
95,6,2.4,8.0,surprise,gamer,59.0
115,7,2.0,15.4,surprise,gamer,85.5
83,11,1.5,0.8,sad,casual,100.0
42,11,5.4,8.6,fear,gamer,91.5
94,3,8.9,4.5,angry,gamer,59.5
78,14,7.1,1.9,disgust,professional,51.0
120,13,1.1,2.2,No face detected,student,84.5
37,8,5.4,2.5,surprise,casual,27.0
91,15,6.0,15.8,surprise,professional,67.5
102,8,8.4,14.8,disgust,student,100.0
47,1,2.9,5.5,angry,professional,71.5
24,15,2.8,0.6,angry,professional,100.0
66,11,2.0,13.5,fear,casual,100.0
105,1,7.6,5.2,sad,student,66.5
68,13,3.2,13.5,sad,student,100.0
69,3,7.7,9.6,angry,gamer,54.5
46,8,6.1,5.8,sad,student,52.0
95,11,9.5,8.2,surprise,gamer,56.5
53,3,7.0,12.8,surprise,casual,49.5
38,0,3.0,13.2,happy,casual,45.0
119,4,6.7,8.4,surprise,professional,51.0
96,7,8.8,4.3,surprise,professional,40.5
80,7,3.3,14.4,sad,casual,100.0
104,3,5.6,14.8,angry,student,99.5
23,6,1.4,9.4,sad,student,94.0
29,1,3.4,14.1,No face detected,gamer,86.5
43,6,5.4,12.2,disgust,casual,84.0
92,6,6.2,9.2,neutral,student,59.0
84,11,8.3,6.1,surprise,gamer,41.5
111,3,6.5,15.1,sad,student,84.5
77,11,2.9,15.0,neutral,student,91.5
41,1,10.9,13.2,happy,casual,56.5
66,15,10.3,1.8,neutral,gamer,52.5
62,12,3.4,11.9,fear,professional,98.0
120,7,5.6,7.4,No face detected,casual,80.5
59,7,8.8,13.9,angry,gamer,75.5
35,7,3.0,13.6,disgust,gamer,100.0
53,0,5.4,14.1,neutral,professional,45.0
11,2,7.1,3.7,disgust,casual,58.0
112,8,7.3,13.0,neutral,casual,72.0
28,7,10.4,15.7,angry,gamer,100.0
48,14,1.7,14.3,disgust,student,100.0
12,2,3.5,2.0,happy,student,48.0
45,6,9.7,11.7,fear,gamer,89.0
23,15,1.9,2.6,No face detected,casual,67.5
58,12,2.0,3.2,disgust,gamer,73.0
26,9,10.9,10.2,fear,professional,100.0
23,12,8.0,15.4,sad,student,88.0
26,13,5.3,10.9,happy,professional,64.5
84,1,8.1,11.8,angry,casual,96.5
60,7,4.6,12.1,No face detected,casual,80.5
35,7,9.2,14.7,disgust,gamer,100.0
87,8,8.8,12.6,No face detected,gamer,57.0
82,15,6.5,15.2,No face detected,gamer,62.5
20,14,2.8,5.4,happy,gamer,71.0
102,2,7.4,2.6,No face detected,professional,38.0
81,14,5.0,12.1,happy,professional,61.0
20,12,2.4,3.6,surprise,casual,63.0
75,7,5.0,7.8,surprise,casual,70.5
111,14,5.8,6.5,disgust,student,96.0
87,14,4.8,4.1,No face detected,casual,86.0
56,7,11.0,1.4,disgust,student,60.5
77,7,1.5,13.7,disgust,casual,100.0
40,4,2.0,6.1,sad,gamer,86.0
85,11,5.8,11.9,fear,gamer,81.5
58,10,6.3,10.4,sad,professional,60.0
16,1,10.7,15.2,happy,student,66.5
112,10,8.4,0.5,surprise,student,55.0
25,0,4.7,7.4,disgust,casual,65.0
111,13,9.0,0.9,sad,casual,84.5
119,9,9.2,2.3,surprise,gamer,53.5
31,14,11.0,10.7,surprise,gamer,86.0
60,2,5.6,7.0,No face detected,casual,58.0
120,9,3.8,9.5,angry,student,100.0
103,6,8.3,4.4,neutral,gamer,44.0
41,14,6.3,8.4,fear,gamer,86.0
12,15,9.7,14.3,sad,professional,100.0
40,1,7.1,9.3,happy,professional,16.5
15,6,3.1,3.3,No face detected,casual,64.0
67,7,10.6,2.0,No face detected,gamer,45.5
22,2,2.2,9.3,happy,professional,68.0
52,10,2.5,5.2,sad,gamer,70.0
32,14,2.8,9.4,disgust,casual,100.0
73,8,2.0,13.1,No face detected,student,92.0
96,10,3.2,4.6,fear,professional,90.0
99,10,7.6,13.0,happy,student,65.0
103,13,5.8,4.0,angry,casual,99.5
119,8,8.8,10.4,No face detected,gamer,72.0
57,7,9.7,6.9,disgust,gamer,65.5
33,12,8.4,7.6,disgust,gamer,93.0
11,2,3.8,9.8,surprise,casual,68.0
109,14,1.2,8.6,fear,student,100.0
69,6,10.2,13.5,fear,casual,100.0
44,2,8.6,5.4,angry,professional,58.0
70,12,10.9,4.8,angry,professional,73.0
12,15,9.4,13.0,sad,casual,100.0
44,15,7.6,6.3,surprise,professional,37.5
109,11,8.9,9.7,No face detected,professional,76.5
20,0,4.1,1.0,happy,casual,15.0
114,3,8.4,13.3,neutral,gamer,64.5
30,11,10.8,9.6,fear,casual,100.0
23,2,5.1,7.6,angry,professional,83.0
19,5,6.3,12.8,angry,professional,87.5
25,0,7.9,10.7,happy,professional,35.0
28,4,3.3,11.2,No face detected,gamer,81.0
54,2,5.5,8.2,surprise,professional,33.0
52,11,10.2,15.4,happy,professional,61.5
40,14,3.3,4.1,No face detected,student,56.0
81,2,9.1,9.7,surprise,gamer,38.0
55,8,3.7,5.3,No face detected,casual,77.0
85,10,6.3,9.3,disgust,professional,70.0
15,12,4.6,13.7,disgust,casual,98.0
61,4,9.0,13.9,No face detected,professional,56.0
83,3,3.9,4.2,disgust,gamer,54.5
68,10,4.8,14.5,angry,casual,100.0
31,14,8.3,7.3,angry,student,81.0
18,12,3.8,8.3,disgust,professional,100.0
101,2,6.4,15.1,fear,student,93.0
24,11,8.7,3.8,angry,casual,71.5
49,13,5.9,13.2,surprise,student,59.5
67,14,5.6,9.5,neutral,gamer,56.0
13,4,3.5,14.8,fear,gamer,100.0
81,1,5.3,4.9,fear,gamer,51.5
50,9,8.6,14.4,happy,casual,58.5
69,12,10.0,7.9,surprise,student,63.0
20,15,6.9,3.0,fear,casual,62.5
38,7,6.7,5.7,neutral,casual,35.5
29,11,9.8,8.2,surprise,casual,56.5
67,7,7.4,12.0,neutral,gamer,35.5
27,14,9.5,1.2,happy,casual,36.0
43,5,5.4,7.5,neutral,casual,57.5
62,7,3.1,4.8,surprise,student,45.5
16,13,4.2,15.8,surprise,casual,74.5
49,12,3.4,1.8,sad,gamer,78.0
70,8,10.3,7.8,sad,student,87.0
119,1,10.8,6.6,happy,casual,61.5
77,1,1.7,9.7,happy,professional,41.5
53,12,3.5,9.0,No face detected,professional,68.0
90,2,9.9,4.0,surprise,casual,58.0
98,0,4.9,5.2,disgust,gamer,55.0
33,4,4.2,6.3,neutral,professional,56.0
18,15,7.1,16.0,disgust,student,97.5
70,9,6.3,15.2,No face detected,gamer,53.5
94,15,1.5,11.4,neutral,casual,100.0
71,0,5.1,3.0,surprise,casual,40.0
54,4,8.6,2.9,sad,student,46.0
70,5,3.5,12.4,fear,professional,87.5
90,7,3.4,13.9,angry,student,100.0
98,13,8.2,5.4,surprise,student,69.5
62,7,7.0,4.8,angry,student,55.5
110,4,1.3,8.7,fear,professional,100.0
88,6,2.4,15.5,fear,professional,100.0
52,6,9.2,15.2,disgust,gamer,79.0
62,8,2.4,14.9,surprise,student,77.0
36,1,2.2,3.2,happy,professional,36.5
89,9,10.5,8.2,fear,professional,98.5
110,11,8.7,1.2,surprise,casual,56.5
101,12,2.5,12.3,surprise,professional,88.0
90,15,6.9,15.9,neutral,professional,67.5
112,1,1.0,15.7,sad,student,100.0
50,14,10.0,15.7,disgust,casual,100.0
53,7,6.4,1.7,fear,casual,65.5
29,5,7.3,11.1,happy,casual,32.5
35,1,3.0,6.4,angry,casual,71.5
12,9,2.0,8.6,disgust,casual,100.0
106,5,4.1,14.4,No face detected,gamer,77.5
21,8,4.5,13.2,surprise,student,72.0
60,6,5.6,3.6,No face detected,gamer,34.0
41,9,2.2,14.3,happy,gamer,78.5
35,11,4.8,2.2,angry,student,66.5
26,12,3.5,1.8,disgust,casual,68.0
48,3,4.2,7.6,angry,gamer,74.5
112,1,5.6,8.0,fear,casual,96.5
85,14,1.3,12.8,surprise,gamer,71.0
20,5,5.4,12.2,happy,professional,62.5
89,6,2.1,10.3,sad,student,100.0
17,10,3.6,6.1,fear,professional,100.0
40,4,5.6,14.9,sad,professional,71.0
109,8,5.1,12.5,fear,gamer,97.0
83,1,2.0,1.1,disgust,casual,86.5
70,3,9.4,5.2,surprise,gamer,24.5
19,12,6.7,15.7,No face detected,student,78.0
30,3,5.2,0.7,neutral,student,24.5
16,7,3.9,9.7,surprise,student,70.5
86,1,2.2,12.8,No face detected,professional,71.5
113,2,4.8,11.9,happy,casual,68.0
110,11,8.8,9.5,fear,professional,100.0
103,13,9.4,11.0,happy,professional,69.5
73,15,7.8,7.6,angry,student,87.5
24,15,4.1,0.6,fear,student,92.5
87,4,3.1,5.2,fear,casual,100.0
15,4,6.7,4.8,angry,professional,66.0
85,3,10.4,2.6,sad,professional,64.5
70,6,4.8,14.1,No face detected,gamer,64.0
50,12,6.5,15.8,surprise,casual,58.0
14,1,10.4,14.7,disgust,professional,100.0
110,1,6.1,10.3,neutral,casual,61.5
28,3,5.6,6.4,angry,gamer,84.5
33,6,1.4,3.3,sad,gamer,89.0
110,4,5.3,10.4,neutral,professional,61.0
75,9,10.8,2.2,neutral,professional,43.5
82,5,9.8,14.4,happy,student,67.5
120,0,2.6,9.3,neutral,professional,75.0
14,14,8.2,15.7,angry,gamer,100.0
42,2,10.6,3.8,No face detected,student,38.0
103,5,4.5,9.1,sad,gamer,82.5
59,0,6.6,13.0,angry,gamer,55.0
83,13,1.9,5.8,No face detected,gamer,59.5
96,7,4.4,4.4,surprise,casual,65.5
28,6,5.6,2.8,sad,professional,69.0
82,13,9.3,8.8,disgust,student,99.5
65,2,4.7,15.4,neutral,student,63.0
78,9,6.6,13.9,No face detected,student,68.5
76,4,9.3,11.0,disgust,casual,100.0
44,7,10.2,11.5,No face detected,gamer,75.5
114,5,1.0,3.5,No face detected,professional,72.5
60,3,5.0,4.8,angry,casual,74.5
84,0,7.9,4.9,sad,student,50.0
48,3,5.7,13.4,happy,professional,39.5
102,11,9.0,4.8,neutral,student,61.5
118,11,5.3,6.2,fear,professional,100.0
91,6,7.9,4.8,happy,professional,24.0
117,2,9.5,11.2,fear,professional,100.0
46,0,9.7,3.9,disgust,student,45.0
92,9,2.6,11.7,No face detected,student,98.5
36,3,7.2,2.5,fear,professional,54.5
18,2,5.9,9.4,disgust,student,78.0
83,0,4.1,1.5,No face detected,student,50.0
13,12,5.7,1.4,fear,professional,93.0
87,1,1.6,14.1,angry,student,100.0
32,7,6.0,3.9,neutral,gamer,45.5
37,5,8.2,12.9,neutral,professional,57.5
28,11,8.4,2.2,fear,casual,66.5
61,10,3.2,14.7,disgust,professional,90.0
50,1,6.0,2.5,surprise,professional,6.5
51,12,2.7,12.0,happy,casual,88.0
113,9,8.6,14.2,surprise,casual,78.5
43,13,10.1,7.3,angry,professional,84.5
68,13,8.1,5.0,fear,gamer,69.5
102,13,9.5,3.0,neutral,casual,69.5
18,14,8.5,12.8,fear,professional,100.0
41,6,3.5,11.3,happy,casual,64.0
16,12,9.6,1.4,happy,student,53.0
31,0,8.8,10.7,angry,gamer,85.0
58,10,10.8,14.6,surprise,casual,80.0
106,10,4.6,11.8,happy,gamer,60.0
81,2,7.6,3.9,happy,student,23.0
68,6,9.9,3.1,angry,student,69.0
37,13,3.4,5.2,neutral,casual,64.5
108,0,7.7,12.1,sad,student,80.0
39,12,6.6,6.3,sad,gamer,78.0
56,0,8.2,14.1,No face detected,student,50.0
117,0,4.8,5.9,neutral,professional,60.0
59,6,2.6,14.2,sad,gamer,89.0
56,5,1.8,10.8,happy,gamer,47.5
68,11,9.7,6.0,angry,gamer,66.5
50,15,7.3,3.7,happy,professional,22.5
12,1,5.8,1.1,happy,professional,36.5
48,11,2.3,4.3,fear,professional,81.5
24,5,1.5,7.0,surprise,casual,57.5
16,7,1.4,1.5,surprise,gamer,65.5
53,15,9.5,13.5,sad,gamer,87.5
65,7,5.0,9.0,sad,gamer,60.5
60,2,6.8,7.9,neutral,professional,23.0
93,5,4.8,3.2,angry,professional,72.5
21,8,9.7,5.5,fear,professional,100.0
108,1,3.3,2.7,surprise,professional,46.5
78,7,2.5,12.7,neutral,professional,65.5
89,4,6.1,1.8,surprise,professional,21.0
71,11,6.8,8.9,angry,gamer,61.5
10,10,7.6,2.2,happy,casual,30.0
50,3,3.7,15.4,disgust,casual,89.5
61,9,7.2,15.9,surprise,gamer,43.5
72,5,1.9,15.6,fear,gamer,97.5
119,13,10.0,7.5,happy,casual,79.5
16,12,9.5,4.8,fear,student,93.0
37,13,3.1,7.1,angry,professional,94.5
71,10,1.0,11.3,disgust,professional,90.0
26,1,2.4,7.6,neutral,gamer,71.5
58,1,3.2,1.6,angry,professional,56.5
72,8,4.6,2.5,happy,casual,52.0
117,1,8.2,13.1,angry,student,96.5
66,13,5.4,4.3,sad,gamer,59.5
86,4,8.2,14.0,No face detected,gamer,51.0
59,12,2.0,8.8,happy,professional,58.0
70,10,1.9,5.9,angry,professional,85.0
105,1,4.7,16.0,surprise,gamer,61.5
69,15,3.6,3.0,neutral,gamer,52.5
32,2,4.9,0.6,angry,student,53.0
94,15,3.9,14.0,sad,casual,100.0
112,7,3.5,7.0,surprise,gamer,65.5
47,2,3.2,14.3,No face detected,student,63.0
77,6,8.2,15.8,sad,professional,74.0
64,10,5.9,2.0,happy,student,35.0
27,8,1.4,7.2,disgust,casual,92.0
23,9,7.4,13.9,sad,casual,68.5
104,4,7.1,12.6,No face detected,gamer,56.0
14,1,9.7,14.6,No face detected,professional,81.5
25,1,5.9,7.7,No face detected,student,51.5
110,9,5.2,9.3,happy,gamer,53.5
98,14,7.0,1.0,neutral,casual,56.0
99,11,11.0,6.6,disgust,professional,91.5
90,12,5.3,7.7,neutral,gamer,48.0
63,15,10.5,9.8,sad,gamer,87.5
15,14,7.6,5.5,angry,casual,81.0
73,12,10.6,13.4,disgust,professional,93.0
60,7,4.8,14.8,neutral,casual,75.5
105,10,4.0,6.9,neutral,student,75.0
33,4,3.8,8.0,sad,student,71.0
22,15,9.2,8.7,neutral,casual,67.5
95,12,2.9,5.5,neutral,casual,98.0
76,1,7.3,15.3,disgust,professional,56.5
61,10,8.3,3.6,fear,professional,65.0
71,3,1.8,2.9,neutral,professional,39.5
47,13,8.1,0.7,happy,student,29.5
16,2,9.9,8.7,neutral,professional,68.0
39,4,1.8,6.9,sad,professional,81.0
32,6,10.4,6.4,surprise,professional,59.0
119,13,5.5,3.7,sad,casual,94.5
62,1,2.1,12.8,disgust,gamer,76.5
23,8,7.4,5.7,happy,gamer,37.0
59,2,10.8,14.0,surprise,gamer,48.0
75,9,6.4,9.1,fear,gamer,68.5
42,2,10.5,12.0,No face detected,gamer,68.0
82,7,2.4,13.9,fear,gamer,95.5
62,1,8.2,11.0,angry,professional,61.5
49,8,5.5,13.1,surprise,gamer,57.0
115,5,5.8,15.8,neutral,student,77.5
21,1,2.1,4.4,fear,student,81.5
13,8,6.2,1.1,sad,professional,67.0
36,0,2.7,5.3,No face detected,student,50.0
73,14,3.2,11.3,fear,professional,100.0
73,5,8.6,8.3,angry,professional,67.5
108,7,6.3,14.0,fear,student,100.0
29,8,7.7,15.3,happy,student,47.0
102,8,4.6,10.2,disgust,casual,100.0
42,6,7.3,6.8,disgust,professional,49.0
49,0,6.4,13.5,neutral,casual,45.0
60,5,1.4,6.9,disgust,casual,97.5
19,7,10.8,7.4,fear,professional,100.0
113,11,1.3,1.4,neutral,professional,76.5
93,5,9.3,4.3,neutral,gamer,42.5
34,5,4.4,7.8,fear,gamer,97.5
11,6,1.6,1.3,happy,gamer,59.0
66,5,4.2,3.1,disgust,gamer,52.5
36,1,7.9,4.3,neutral,gamer,31.5
24,14,10.3,4.9,disgust,student,86.0
104,4,10.7,8.0,sad,professional,86.0
93,1,9.5,8.7,disgust,casual,91.5
29,1,8.7,6.3,angry,gamer,81.5
72,15,2.7,12.7,sad,professional,97.5
112,14,3.1,7.2,surprise,gamer,76.0
84,14,4.4,12.2,fear,professional,100.0
67,9,4.2,15.6,fear,gamer,93.5
70,8,8.1,1.0,sad,casual,72.0
19,12,1.6,9.0,disgust,professional,100.0
103,10,8.6,9.9,sad,student,95.0
88,11,5.8,2.6,neutral,professional,46.5
89,15,8.1,14.9,sad,professional,97.5
62,3,9.8,15.8,disgust,professional,74.5
10,3,8.7,15.0,No face detected,student,79.5
116,10,6.6,12.3,disgust,professional,90.0
74,9,2.4,14.5,No face detected,professional,78.5
38,9,10.6,5.0,happy,professional,43.5
120,1,9.0,6.2,surprise,professional,51.5
34,14,7.8,12.0,No face detected,student,56.0
49,4,9.0,11.0,happy,casual,51.0
74,2,6.2,4.3,neutral,student,28.0
72,4,7.6,3.1,happy,professional,6.0
75,14,6.0,8.7,disgust,casual,96.0
78,2,7.1,10.1,happy,casual,53.0
40,7,10.5,6.5,happy,gamer,55.5
115,15,7.0,11.8,No face detected,student,82.5
73,2,6.8,15.4,angry,professional,63.0
112,4,1.7,6.5,neutral,casual,86.0
109,13,7.3,13.8,fear,gamer,94.5
60,9,6.7,12.7,happy,gamer,33.5
70,9,6.8,11.5,angry,professional,68.5
50,8,8.9,15.6,neutral,student,57.0
22,6,3.2,5.7,fear,student,94.0
116,14,4.0,2.9,disgust,professional,91.0
85,11,7.6,15.5,sad,student,91.5
11,14,3.8,8.3,disgust,casual,100.0
72,12,7.9,15.6,sad,gamer,73.0
93,2,8.8,12.9,sad,student,93.0
89,15,6.9,12.1,sad,professional,82.5
118,2,2.3,4.9,angry,casual,100.0
96,4,4.5,15.6,surprise,gamer,61.0
